timestamp,sensor_id,city,pollutant,averaging_period,average,coverage_percent,minimum_coverage_percent,guideline,guideline_unit,dataset_unit,unit_compatible,status,exceeded,ratio,interim_level
2026-08-06T18:45:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-06T19:00:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-06T19:15:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-06T19:30:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-06T19:45:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-06T20:00:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-06T20:15:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-06T20:30:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-06T20:45:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-06T21:00:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-06T21:15:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-06T21:30:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-06T21:45:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-06T22:00:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-06T22:15:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-06T22:30:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-06T22:45:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-06T23:00:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-06T23:15:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-06T23:30:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-06T23:45:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T00:00:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T00:15:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T00:30:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T00:45:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T01:00:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T01:30:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T01:45:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T02:00:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T02:15:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T02:30:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T02:45:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T03:00:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T03:15:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T03:30:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T03:45:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T04:00:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T04:15:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T04:30:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T04:45:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T05:00:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T05:15:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T05:30:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T05:45:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T06:00:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T06:15:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T06:30:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T06:45:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T07:00:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T07:15:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T07:30:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T07:45:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T08:00:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T08:15:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T08:30:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T08:45:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T09:00:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T09:15:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T09:30:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T09:45:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T10:00:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T10:15:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T10:30:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T10:45:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T11:00:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T11:15:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T11:30:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T11:45:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T12:00:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T12:15:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T12:30:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T12:45:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T13:00:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T13:15:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T13:30:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T13:45:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T14:00:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T14:15:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T14:30:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T14:45:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T15:00:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T15:15:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T15:30:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T15:45:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T16:00:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T16:15:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T16:30:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T16:45:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T17:00:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T17:15:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T17:30:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T17:45:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T18:00:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T18:15:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T18:30:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T18:45:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T19:00:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T19:15:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T19:30:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T19:45:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T20:00:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T20:15:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T20:30:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T20:45:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T21:00:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T21:15:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T21:30:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T21:45:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T22:00:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T22:15:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T22:30:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T22:45:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T23:00:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T23:15:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T23:30:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-07T23:45:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T00:00:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T00:15:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T00:30:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T00:45:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T01:00:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T01:15:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T01:30:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T01:45:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T02:00:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T02:15:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T02:30:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T02:45:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T03:00:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T03:15:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T03:30:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T03:45:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T04:00:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T04:15:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T04:30:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T04:45:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T05:00:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T05:15:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T05:30:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T05:45:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T06:00:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T06:15:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T06:30:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T06:45:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T07:00:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T07:15:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T07:30:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T07:45:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T08:00:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T08:15:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T08:30:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T08:45:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T09:00:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T09:15:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T09:30:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T09:45:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T10:00:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T10:15:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T10:30:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T10:45:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T11:00:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T11:15:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T11:30:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T11:45:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T12:00:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T12:15:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T12:30:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T12:45:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T13:00:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T13:15:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T13:30:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T13:45:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T14:00:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T14:15:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T14:30:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T14:45:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T15:00:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T15:15:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T15:30:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T15:45:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T16:00:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T16:15:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T16:30:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T16:45:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T17:00:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T17:15:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T17:30:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T17:45:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T18:15:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T18:30:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T18:45:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T19:00:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T19:15:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T19:30:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T19:45:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T20:00:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T20:15:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T20:30:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T20:45:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T21:00:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T21:15:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T21:30:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T21:45:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
2026-08-08T22:00:00Z,4,Nablus,o3,8h,,0.0,75.0,100,ug/m3,UNVERIFIED,False,Not Available,,,Not Available
